state,year,quarter,suppression_used,total_prescriptions
wi,2017,4,TRUE,0
wi,2018,1,FALSE,381
wi,2018,1,TRUE,0
wi,2018,2,FALSE,392
wi,2018,2,TRUE,0
wi,2018,3,FALSE,420
wi,2018,3,TRUE,0
wi,2018,4,FALSE,408
wi,2018,4,TRUE,0
wi,2019,1,FALSE,410
wi,2019,1,TRUE,0
wi,2019,2,FALSE,393
wi,2019,2,TRUE,0
wi,2019,3,FALSE,344
wi,2019,3,TRUE,0
wi,2019,4,FALSE,302
wi,2019,4,TRUE,0
wi,2020,1,NA,281
wv,2017,1,FALSE,221
wv,2017,2,FALSE,217
wv,2017,2,TRUE,0
wv,2017,3,FALSE,122
wv,2017,4,FALSE,201
wv,2018,1,FALSE,180
wv,2018,2,FALSE,173
wv,2018,3,FALSE,161
wv,2018,4,FALSE,189
wv,2019,1,FALSE,171
wv,2019,2,FALSE,167
wv,2019,3,FALSE,117
wv,2019,3,TRUE,0
wv,2019,4,FALSE,115
wv,2019,4,TRUE,0
wv,2020,1,NA,73
wy,2017,1,TRUE,0
wy,2017,2,TRUE,0
wy,2017,3,TRUE,0
wy,2018,2,TRUE,0
wy,2018,4,TRUE,0
wy,2019,1,TRUE,0
wy,2019,2,TRUE,0
wy,2019,3,TRUE,0
wy,2019,4,TRUE,0
