state,year,quarter,gennme_c,suppression_used,total_prescriptions
nm,2019,1,Febuxostat,TRUE,0
nm,2019,3,Febuxostat,FALSE,34
nm,2019,3,Febuxostat,TRUE,0
nm,2019,4,Febuxostat,FALSE,15
nm,2019,4,Febuxostat,TRUE,0
nv,2017,1,Febuxostat,FALSE,201
nv,2017,2,Febuxostat,FALSE,200
nv,2017,3,Febuxostat,FALSE,197
nv,2017,4,Febuxostat,FALSE,189
nv,2018,1,Febuxostat,FALSE,137
nv,2018,1,Febuxostat,TRUE,0
nv,2018,2,Febuxostat,FALSE,196
nv,2018,3,Febuxostat,FALSE,178
nv,2018,4,Febuxostat,FALSE,179
nv,2019,1,Febuxostat,FALSE,172
nv,2019,2,Febuxostat,FALSE,146
nv,2019,3,Febuxostat,FALSE,58
nv,2019,3,Febuxostat,TRUE,0
nv,2019,4,Febuxostat,FALSE,29
nv,2019,4,Febuxostat,TRUE,0
nv,2020,1,Febuxostat,NA,62
ny,2017,1,Febuxostat,FALSE,1543
ny,2017,2,Febuxostat,FALSE,1588
ny,2017,2,Febuxostat,TRUE,0
ny,2017,3,Febuxostat,FALSE,1721
ny,2017,4,Febuxostat,FALSE,1623
ny,2018,1,Febuxostat,FALSE,1686
ny,2018,2,Febuxostat,FALSE,1658
ny,2018,3,Febuxostat,FALSE,1633
ny,2018,4,Febuxostat,FALSE,1645
ny,2019,1,Febuxostat,FALSE,1699
ny,2019,2,Febuxostat,FALSE,1424
ny,2019,3,Febuxostat,FALSE,1135
ny,2019,3,Febuxostat,TRUE,0
ny,2019,4,Febuxostat,FALSE,1078
ny,2019,4,Febuxostat,TRUE,0
ny,2020,1,Febuxostat,NA,993
oh,2017,1,Febuxostat,FALSE,891
oh,2017,2,Febuxostat,FALSE,1173
oh,2017,3,Febuxostat,FALSE,854
oh,2017,4,Febuxostat,FALSE,845
oh,2018,1,Febuxostat,FALSE,800
oh,2018,2,Febuxostat,FALSE,878
oh,2018,3,Febuxostat,FALSE,840
oh,2018,4,Febuxostat,FALSE,808
oh,2019,1,Febuxostat,FALSE,768
oh,2019,2,Febuxostat,FALSE,741
oh,2019,3,Febuxostat,FALSE,606
oh,2019,3,Febuxostat,TRUE,0
oh,2019,4,Febuxostat,FALSE,592
oh,2019,4,Febuxostat,TRUE,0
oh,2020,1,Febuxostat,NA,529
ok,2017,1,Febuxostat,FALSE,57
ok,2017,2,Febuxostat,FALSE,59
ok,2017,3,Febuxostat,FALSE,67
ok,2017,4,Febuxostat,FALSE,70
ok,2018,1,Febuxostat,FALSE,64
ok,2018,2,Febuxostat,FALSE,65
ok,2018,3,Febuxostat,FALSE,62
ok,2018,4,Febuxostat,FALSE,65
ok,2019,1,Febuxostat,FALSE,72
ok,2019,2,Febuxostat,FALSE,63
ok,2019,3,Febuxostat,FALSE,42
ok,2019,3,Febuxostat,TRUE,0
ok,2019,4,Febuxostat,TRUE,0
ok,2020,1,Febuxostat,NA,13
or,2017,1,Febuxostat,FALSE,137
or,2017,1,Febuxostat,TRUE,0
or,2017,2,Febuxostat,FALSE,214
or,2017,2,Febuxostat,TRUE,0
or,2017,3,Febuxostat,FALSE,142
or,2017,3,Febuxostat,TRUE,0
or,2017,4,Febuxostat,FALSE,154
or,2017,4,Febuxostat,TRUE,0
or,2018,1,Febuxostat,FALSE,143
or,2018,1,Febuxostat,TRUE,0
or,2018,2,Febuxostat,FALSE,127
or,2018,2,Febuxostat,TRUE,0
or,2018,3,Febuxostat,FALSE,114
or,2018,3,Febuxostat,TRUE,0
or,2018,4,Febuxostat,FALSE,102
or,2018,4,Febuxostat,TRUE,0
or,2019,1,Febuxostat,FALSE,106
or,2019,1,Febuxostat,TRUE,0
or,2019,2,Febuxostat,FALSE,92
or,2019,2,Febuxostat,TRUE,0
or,2019,3,Febuxostat,FALSE,80
or,2019,3,Febuxostat,TRUE,0
or,2019,4,Febuxostat,FALSE,66
or,2019,4,Febuxostat,TRUE,0
or,2020,1,Febuxostat,NA,72
pa,2017,1,Febuxostat,FALSE,371
pa,2017,1,Febuxostat,TRUE,0
pa,2017,2,Febuxostat,FALSE,542
pa,2017,2,Febuxostat,TRUE,0
pa,2017,3,Febuxostat,FALSE,408
pa,2017,3,Febuxostat,TRUE,0
pa,2017,4,Febuxostat,FALSE,392
pa,2017,4,Febuxostat,TRUE,0
pa,2018,1,Febuxostat,FALSE,386
pa,2018,1,Febuxostat,TRUE,0
pa,2018,2,Febuxostat,FALSE,407
pa,2018,2,Febuxostat,TRUE,0
pa,2018,3,Febuxostat,FALSE,407
pa,2018,3,Febuxostat,TRUE,0
pa,2018,4,Febuxostat,FALSE,431
pa,2018,4,Febuxostat,TRUE,0
pa,2019,1,Febuxostat,FALSE,434
pa,2019,1,Febuxostat,TRUE,0
pa,2019,2,Febuxostat,FALSE,365
pa,2019,2,Febuxostat,TRUE,0
pa,2019,3,Febuxostat,FALSE,283
pa,2019,3,Febuxostat,TRUE,0
pa,2019,4,Febuxostat,FALSE,274
pa,2019,4,Febuxostat,TRUE,0
pa,2020,1,Febuxostat,NA,258
ri,2017,1,Febuxostat,FALSE,45
ri,2017,2,Febuxostat,FALSE,49
ri,2017,3,Febuxostat,FALSE,49
ri,2017,4,Febuxostat,FALSE,42
ri,2018,1,Febuxostat,FALSE,36
ri,2018,2,Febuxostat,FALSE,40
ri,2018,3,Febuxostat,FALSE,45
ri,2018,4,Febuxostat,FALSE,43
ri,2019,1,Febuxostat,FALSE,50
ri,2019,2,Febuxostat,FALSE,39
ri,2019,3,Febuxostat,FALSE,15
ri,2019,3,Febuxostat,TRUE,0
ri,2019,4,Febuxostat,FALSE,14
ri,2019,4,Febuxostat,TRUE,0
ri,2020,1,Febuxostat,NA,13
sc,2017,1,Febuxostat,FALSE,118
sc,2017,1,Febuxostat,TRUE,0
sc,2017,2,Febuxostat,FALSE,137
sc,2017,2,Febuxostat,TRUE,0
sc,2017,3,Febuxostat,FALSE,130
sc,2017,3,Febuxostat,TRUE,0
sc,2017,4,Febuxostat,FALSE,129
sc,2017,4,Febuxostat,TRUE,0
sc,2018,1,Febuxostat,FALSE,147
sc,2018,1,Febuxostat,TRUE,0
sc,2018,2,Febuxostat,FALSE,146
sc,2018,2,Febuxostat,TRUE,0
sc,2018,3,Febuxostat,FALSE,136
sc,2018,3,Febuxostat,TRUE,0
sc,2018,4,Febuxostat,FALSE,105
sc,2018,4,Febuxostat,TRUE,0
sc,2019,1,Febuxostat,FALSE,125
sc,2019,1,Febuxostat,TRUE,0
sc,2019,2,Febuxostat,FALSE,113
sc,2019,2,Febuxostat,TRUE,0
sc,2019,3,Febuxostat,FALSE,65
sc,2019,3,Febuxostat,TRUE,0
sc,2019,4,Febuxostat,FALSE,71
sc,2019,4,Febuxostat,TRUE,0
sc,2020,1,Febuxostat,NA,81
sd,2017,1,Febuxostat,FALSE,13
sd,2017,1,Febuxostat,TRUE,0
sd,2017,2,Febuxostat,FALSE,29
sd,2017,3,Febuxostat,TRUE,0
sd,2017,4,Febuxostat,TRUE,0
sd,2018,1,Febuxostat,TRUE,0
sd,2018,2,Febuxostat,TRUE,0
sd,2018,3,Febuxostat,TRUE,0
sd,2018,4,Febuxostat,TRUE,0
sd,2019,1,Febuxostat,TRUE,0
sd,2019,2,Febuxostat,TRUE,0
sd,2019,3,Febuxostat,TRUE,0
sd,2019,4,Febuxostat,TRUE,0
sd,2020,1,Febuxostat,NA,0
tn,2017,1,Febuxostat,FALSE,223
tn,2017,2,Febuxostat,FALSE,233
tn,2017,3,Febuxostat,FALSE,220
tn,2017,4,Febuxostat,FALSE,222
tn,2018,1,Febuxostat,FALSE,217
tn,2018,2,Febuxostat,FALSE,218
tn,2018,3,Febuxostat,FALSE,227
tn,2018,4,Febuxostat,FALSE,229
tn,2019,1,Febuxostat,FALSE,223
tn,2019,2,Febuxostat,FALSE,171
tn,2019,3,Febuxostat,FALSE,134
tn,2019,3,Febuxostat,TRUE,0
tn,2019,4,Febuxostat,FALSE,154
tn,2020,1,Febuxostat,NA,159
tx,2017,1,Febuxostat,FALSE,567
tx,2017,1,Febuxostat,TRUE,0
tx,2017,2,Febuxostat,FALSE,563
tx,2017,2,Febuxostat,TRUE,0
tx,2017,3,Febuxostat,FALSE,594
tx,2017,3,Febuxostat,TRUE,0
tx,2017,4,Febuxostat,FALSE,589
tx,2017,4,Febuxostat,TRUE,0
tx,2018,1,Febuxostat,FALSE,560
tx,2018,1,Febuxostat,TRUE,0
tx,2018,2,Febuxostat,FALSE,573
tx,2018,2,Febuxostat,TRUE,0
tx,2018,3,Febuxostat,FALSE,563
tx,2018,3,Febuxostat,TRUE,0
tx,2018,4,Febuxostat,FALSE,583
tx,2018,4,Febuxostat,TRUE,0
tx,2019,1,Febuxostat,FALSE,564
tx,2019,1,Febuxostat,TRUE,0
tx,2019,2,Febuxostat,FALSE,527
tx,2019,2,Febuxostat,TRUE,0
tx,2019,3,Febuxostat,FALSE,369
tx,2019,4,Febuxostat,FALSE,372
tx,2019,4,Febuxostat,TRUE,0
tx,2020,1,Febuxostat,NA,397
ut,2017,1,Febuxostat,FALSE,39
ut,2017,1,Febuxostat,TRUE,0
ut,2017,2,Febuxostat,FALSE,39
ut,2017,2,Febuxostat,TRUE,0
ut,2017,3,Febuxostat,FALSE,19
ut,2017,3,Febuxostat,TRUE,0
ut,2017,4,Febuxostat,FALSE,19
ut,2017,4,Febuxostat,TRUE,0
ut,2018,1,Febuxostat,FALSE,37
ut,2018,1,Febuxostat,TRUE,0
ut,2018,2,Febuxostat,FALSE,34
ut,2018,2,Febuxostat,TRUE,0
ut,2018,3,Febuxostat,FALSE,25
ut,2018,3,Febuxostat,TRUE,0
ut,2018,4,Febuxostat,FALSE,43
ut,2018,4,Febuxostat,TRUE,0
ut,2019,1,Febuxostat,FALSE,19
ut,2019,1,Febuxostat,TRUE,0
ut,2019,2,Febuxostat,FALSE,24
ut,2019,2,Febuxostat,TRUE,0
ut,2019,3,Febuxostat,TRUE,0
ut,2019,4,Febuxostat,TRUE,0
ut,2020,1,Febuxostat,NA,14
va,2017,1,Febuxostat,FALSE,295
va,2017,1,Febuxostat,TRUE,0
va,2017,2,Febuxostat,FALSE,292
va,2017,2,Febuxostat,TRUE,0
va,2017,3,Febuxostat,FALSE,305
va,2017,3,Febuxostat,TRUE,0
va,2017,4,Febuxostat,FALSE,297
va,2017,4,Febuxostat,TRUE,0
va,2018,1,Febuxostat,FALSE,310
va,2018,1,Febuxostat,TRUE,0
va,2018,2,Febuxostat,FALSE,250
va,2018,2,Febuxostat,TRUE,0
va,2018,3,Febuxostat,FALSE,279
va,2018,3,Febuxostat,TRUE,0
va,2018,4,Febuxostat,FALSE,282
va,2018,4,Febuxostat,TRUE,0
va,2019,1,Febuxostat,FALSE,338
va,2019,1,Febuxostat,TRUE,0
va,2019,2,Febuxostat,FALSE,280
va,2019,2,Febuxostat,TRUE,0
va,2019,3,Febuxostat,FALSE,266
va,2019,3,Febuxostat,TRUE,0
va,2019,4,Febuxostat,FALSE,300
va,2019,4,Febuxostat,TRUE,0
va,2020,1,Febuxostat,NA,257
vt,2017,1,Febuxostat,FALSE,18
vt,2017,1,Febuxostat,TRUE,0
vt,2017,2,Febuxostat,TRUE,0
vt,2017,3,Febuxostat,FALSE,12
vt,2017,3,Febuxostat,TRUE,0
vt,2017,4,Febuxostat,TRUE,0
vt,2018,1,Febuxostat,TRUE,0
vt,2018,2,Febuxostat,TRUE,0
vt,2018,3,Febuxostat,TRUE,0
vt,2018,4,Febuxostat,TRUE,0
vt,2019,1,Febuxostat,FALSE,13
vt,2019,1,Febuxostat,TRUE,0
vt,2019,2,Febuxostat,TRUE,0
vt,2019,3,Febuxostat,TRUE,0
vt,2019,4,Febuxostat,TRUE,0
vt,2020,1,Febuxostat,NA,0
wa,2017,1,Febuxostat,FALSE,273
wa,2017,1,Febuxostat,TRUE,0
wa,2017,2,Febuxostat,FALSE,276
wa,2017,2,Febuxostat,TRUE,0
wa,2017,3,Febuxostat,FALSE,364
wa,2017,3,Febuxostat,TRUE,0
wa,2017,4,Febuxostat,FALSE,274
wa,2017,4,Febuxostat,TRUE,0
wa,2018,1,Febuxostat,FALSE,270
wa,2018,1,Febuxostat,TRUE,0
wa,2018,2,Febuxostat,FALSE,265
wa,2018,2,Febuxostat,TRUE,0
wa,2018,3,Febuxostat,FALSE,236
wa,2018,3,Febuxostat,TRUE,0
wa,2018,4,Febuxostat,FALSE,240
wa,2018,4,Febuxostat,TRUE,0
wa,2019,1,Febuxostat,FALSE,192
wa,2019,1,Febuxostat,TRUE,0
wa,2019,2,Febuxostat,FALSE,190
wa,2019,2,Febuxostat,TRUE,0
wa,2019,3,Febuxostat,FALSE,165
wa,2019,3,Febuxostat,TRUE,0
wa,2019,4,Febuxostat,FALSE,125
wa,2019,4,Febuxostat,TRUE,0
wa,2020,1,Febuxostat,NA,122
wi,2017,1,Febuxostat,FALSE,430
wi,2017,1,Febuxostat,TRUE,0
wi,2017,2,Febuxostat,FALSE,409
wi,2017,2,Febuxostat,TRUE,0
wi,2017,3,Febuxostat,FALSE,402
wi,2017,3,Febuxostat,TRUE,0
wi,2017,4,Febuxostat,FALSE,362
wi,2017,4,Febuxostat,TRUE,0
wi,2018,1,Febuxostat,FALSE,381
wi,2018,1,Febuxostat,TRUE,0
wi,2018,2,Febuxostat,FALSE,392
wi,2018,2,Febuxostat,TRUE,0
wi,2018,3,Febuxostat,FALSE,420
wi,2018,3,Febuxostat,TRUE,0
wi,2018,4,Febuxostat,FALSE,408
wi,2018,4,Febuxostat,TRUE,0
wi,2019,1,Febuxostat,FALSE,410
wi,2019,1,Febuxostat,TRUE,0
wi,2019,2,Febuxostat,FALSE,393
wi,2019,2,Febuxostat,TRUE,0
wi,2019,3,Febuxostat,FALSE,344
wi,2019,3,Febuxostat,TRUE,0
wi,2019,4,Febuxostat,FALSE,302
wi,2019,4,Febuxostat,TRUE,0
wi,2020,1,Febuxostat,NA,281
wv,2017,1,Febuxostat,FALSE,221
wv,2017,2,Febuxostat,FALSE,217
wv,2017,2,Febuxostat,TRUE,0
wv,2017,3,Febuxostat,FALSE,122
wv,2017,4,Febuxostat,FALSE,201
wv,2018,1,Febuxostat,FALSE,180
wv,2018,2,Febuxostat,FALSE,173
wv,2018,3,Febuxostat,FALSE,161
wv,2018,4,Febuxostat,FALSE,189
wv,2019,1,Febuxostat,FALSE,171
wv,2019,2,Febuxostat,FALSE,167
wv,2019,3,Febuxostat,FALSE,117
wv,2019,3,Febuxostat,TRUE,0
wv,2019,4,Febuxostat,FALSE,115
wv,2019,4,Febuxostat,TRUE,0
wv,2020,1,Febuxostat,NA,73
wy,2017,1,Febuxostat,TRUE,0
wy,2017,2,Febuxostat,TRUE,0
wy,2017,3,Febuxostat,TRUE,0
wy,2018,2,Febuxostat,TRUE,0
wy,2018,4,Febuxostat,TRUE,0
wy,2019,1,Febuxostat,TRUE,0
wy,2019,2,Febuxostat,TRUE,0
wy,2019,3,Febuxostat,TRUE,0
wy,2019,4,Febuxostat,TRUE,0
